Applicant ID,Application Date,First Name,Last Name,Gender,Date of Birth,Phone Number,Email,Address,City,State,Zip Code,Country,Education Level,Years of Experience,Desired Salary,Job Title,Status,Skills
2234,28-Jul-23,Laura,Hooper,Male,14-01-1999,+1-353-677-6079x8744,wlittle@example.net,030 Phillip Dale Suite 273,Daniellefort,NJ,39873,Western Sahara,High School,10,94976.46,Human Resources,Applied,"['People Analytics', 'Payroll Processing', 'Employee Engagement', 'Recruitment', 'Conflict Resolution', 'Interviewing']"
2235,27-Jun-23,Angelica,Scott,Male,31-08-1975,(353)377-0622x3235,gmartin@example.com,11696 Barbara View Suite 167,Carpenterbury,NC,42902,Egypt,Bachelor's Degree,17,50619.89,Research Scientist,Rejected,"['Hypothesis Testing', 'Statistics', 'Experiment Design', 'Microscopy', 'Scientific Writing']"
2236,23-May-23,Kristie,Hull,Female,15-10-1997,###############################################################################################################################################################################################################################################################,olsonmichelle@example.org,350 Henry Viaduct Apt. 657,Stephanieburgh,RI,74583,Kuwait,High School,11,58023.8,Research Director,In Review,"['Innovation', 'Strategic Planning', 'Team Leadership', 'Machine Learning', 'Grant Writing']"
2237,19-May-23,Gloria,Burns,Other,29-01-1995,(516)571-6494x65980,alvarezrobert@example.org,63677 Aimee Plaza,Dicksonberg,MN,34691,Lesotho,PhD,7,45270.03,Manufacturing Director,Rejected,"['Process Improvement', 'Supply Chain Coordination', 'Six Sigma', 'Compliance Management']"
2238,02-Jun-23,Breanna,Clark,Female,16-02-1997,001-256-906-7387,ingramangela@example.net,07660 Hammond Overpass,New Raymondchester,AL,93258,Togo,Bachelor's Degree,13,52876.3,Research Director,Interviewing,"['Academic Publishing', 'Team Leadership', 'Strategic Planning', 'Grant Writing']"
2239,09-Jun-23,Michael,Morales,Male,23-01-1971,(637)558-4426,blackwellgina@example.net,76078 Cardenas Brook,East Robertchester,PR,2605,Costa Rica,Master's Degree,11,70831.27,Research Scientist,Rejected,"['Statistics', 'Machine Learning', 'Python', 'Microscopy', 'Data Analysis', 'Experiment Design']"
2240,06-May-23,Kaitlin,Lopez,Other,26-12-1978,+1-511-776-6970x708,adam74@example.com,51526 Roberts Roads,East Julia,OR,32457,Mauritania,Master's Degree,13,39732.27,Manufacturing Director,Applied,"['Supply Chain Coordination', 'Operations Management', 'Six Sigma', 'Compliance Management', 'Budgeting']"
2241,20-Jul-23,Robert,Salazar,Other,25-03-2003,883.523.2829x45980,perezjason@example.com,031 Walls Corner,Leemouth,LA,56097,Lesotho,Master's Degree,1,53231.69,Manufacturing Director,Offered,"['Six Sigma', 'Process Improvement', 'Operations Management', 'Workforce Scheduling', 'Inventory Planning']"
2242,24-Jun-23,Jason,Reynolds,Male,03-07-1995,001-992-332-9986,janice66@example.com,97352 Rogers Summit,Erinfort,KY,68655,Congo,Bachelor's Degree,8,52628.14,Laboratory Technician,In Review,"['Data Entry', 'Time Management', 'Lab Safety', 'Attention to Detail', 'Equipment Handling']"
2243,18-Jun-23,Cristina,Lucas,Female,04-06-1975,951.934.4877,georgecasey@example.org,13810 Ruth Stream,Yvonnestad,VI,35281,Bahrain,Bachelor's Degree,0,46785.78,Human Resources,In Review,"['People Analytics', 'Interviewing', 'Payroll Processing', 'Conflict Resolution']"
2244,18-Jul-23,Lisa,Daniels,Other,14-02-1976,(396)675-4356,rhodesbrittany@example.net,1618 Erika Divide,Emilytown,MA,19681,Gambia,PhD,4,73633.26,Research Scientist,In Review,"['Python', 'Scientific Writing', 'Microscopy', 'Lab Safety', 'Statistics', 'Hypothesis Testing']"
2245,06-Jun-23,Tammy,Williams,Male,24-09-1972,###############################################################################################################################################################################################################################################################,masonlogan@example.net,5359 Carr Shoals Apt. 865,South Robert,NC,29723,Mayotte,PhD,18,90985.26,Sales Representative,Rejected,"['Sales Presentations', 'Time Management', 'Upselling', 'Product Knowledge', 'Territory Management', 'Communication']"
2246,14-Jul-23,Marcus,Williams,Other,06-12-1993,445.864.9001x205,kylehaley@example.com,07434 Jones Shoal Suite 627,South Nicholas,IN,84777,Armenia,High School,7,81196.78,Manager,Offered,"['Strategic Planning', 'Team Management', 'Performance Reviews', 'Conflict Resolution']"
2247,22-Jun-23,John,Peterson,Female,22-10-1972,(454)611-2010,caseykevin@example.com,63309 Brent Fort,West Kim,IL,70916,South Africa,High School,5,83330.24,Human Resources,Applied,"['Employee Engagement', 'HR Policies', 'Performance Appraisal', 'Communication', 'Conflict Resolution', 'Recruitment']"
2248,01-Jul-23,Jennifer,Schneider,Other,25-09-1986,468.660.1088,shermanseth@example.net,623 Vance Roads,Joelshire,GU,91777,Korea,Bachelor's Degree,12,34462.56,Sales Executive,Interviewing,"['Negotiation', 'Presentation Skills', 'Time Management', 'Customer Acquisition', 'Cold Calling']"
2249,18-Jul-23,Sandra,Smith,Female,24-10-1999,001-671-703-1261x20251,virginia54@example.org,231 Debbie Ramp,North Chris,WI,6463,Pakistan,PhD,18,94118.42,Laboratory Technician,Interviewing,"['Data Entry', 'Microscopy', 'Attention to Detail', 'Equipment Handling']"
2250,17-May-23,Elizabeth,Williams,Male,06-09-1978,###############################################################################################################################################################################################################################################################,robertreed@example.org,597 Alexander Spring Suite 695,Harristown,NV,76931,Monaco,PhD,4,85184.1,Manufacturing Director,Offered,"['Operations Management', 'Process Improvement', 'Supply Chain Coordination', 'Compliance Management', 'Workforce Scheduling', 'Budgeting']"
2251,18-Jun-23,Amanda,Rubio,Male,23-10-1991,526.478.0121x97042,herrerasamantha@example.org,849 Myers Fall Suite 695,Johnsonstad,FL,30367,Libyan Arab Jamahiriya,Master's Degree,18,44076.38,Sales Executive,Applied,"['Presentation Skills', 'Salesforce', 'CRM Tools', 'Lead Scoring', 'Cold Calling', 'Time Management']"
2252,21-Jun-23,Patrick,Lopez,Other,28-01-1963,001-645-719-1963x06949,joan85@example.com,582 Carrillo Vista,South Staceyville,PW,5313,Canada,High School,8,43151.54,Research Scientist,In Review,"['Python', 'Statistics', 'Lab Safety', 'Data Analysis']"
2253,23-May-23,Christina,Rivera,Other,07-11-1996,(387)905-5347x82816,nathanwilliams@example.com,31404 Caitlyn Burg,East Juliaburgh,OH,78936,Haiti,Master's Degree,6,42472.45,Laboratory Technician,Offered,"['Microscopy', 'Attention to Detail', 'Chemical Handling', 'Equipment Handling', 'Time Management']"
2254,16-Jul-23,Shirley,Patton,Male,14-08-1973,###############################################################################################################################################################################################################################################################,wendydavis@example.com,02987 Stark Island Apt. 648,Craigbury,GA,21665,Netherlands Antilles,PhD,3,47361.27,Manufacturing Director,In Review,"['Six Sigma', 'Workforce Scheduling', 'Budgeting', 'Lean Manufacturing']"
2255,17-Jun-23,Paula,Wilson,Male,28-05-1968,(367)624-4960,kristenmcintyre@example.org,84638 Shawn Lights,Ronaldton,PR,57243,Western Sahara,PhD,15,67246.82,Research Director,In Review,"['Grant Writing', 'Research Management', 'Data Science', 'Team Leadership']"
2256,01-Jun-23,Carol,Johnson,Female,01-09-1995,+1-339-586-9565x37064,julie81@example.com,3450 Anderson Freeway Apt. 780,West Michaelville,FL,882,Guernsey,PhD,3,49109.63,Healthcare Representative,Offered,"['Conflict Resolution', 'Patient Communication', 'CRM', 'Emotional Intelligence']"
2257,18-Jul-23,Stephanie,Castaneda,Male,20-03-1979,(681)237-8417x1381,stephanie60@example.net,29762 Julian Lodge Suite 738,East Maryborough,ME,13086,Equatorial Guinea,Master's Degree,11,38360.62,Manufacturing Director,Offered,"['Budgeting', 'Compliance Management', 'Supply Chain Coordination', 'Inventory Planning']"
2258,23-May-23,Melissa,Walker,Male,02-01-1989,###############################################################################################################################################################################################################################################################,ikennedy@example.org,758 Mitchell Cliffs,New Adam,MS,36057,Palau,Bachelor's Degree,14,75733.04,Laboratory Technician,Offered,"['Sample Analysis', 'Time Management', 'Equipment Handling', 'Chemical Handling', 'Standard Operating Procedures (SOP)']"
2259,20-Jul-23,Kimberly,Brewer,Female,21-07-1990,232.220.6350,nthompson@example.net,52375 Victoria Island Apt. 063,West Eric,MP,33666,Lao People's Democratic Republic,Bachelor's Degree,10,70167.5,Research Scientist,Applied,"['Hypothesis Testing', 'Data Analysis', 'Experiment Design', 'Python', 'Literature Review', 'Microscopy']"
2260,23-Jul-23,Paige,Lopez,Female,20-02-1979,+1-816-876-0716x3541,vasquezshane@example.org,52620 Cameron Inlet,Hughesfort,PW,30152,Bermuda,PhD,18,40265.09,Manufacturing Director,Offered,"['Operations Management', 'Compliance Management', 'Inventory Planning', 'Process Improvement', 'Budgeting']"
2261,04-Jul-23,Robert,Johnson,Other,03-10-1964,760.697.9905x27637,wreynolds@example.net,734 Carolyn Causeway Suite 976,Hebertside,TN,6401,Slovenia,High School,12,80551.69,Research Director,In Review,"['Strategic Planning', 'Grant Writing', 'Academic Publishing', 'Machine Learning', 'Ethics & Compliance']"
2262,16-May-23,Jim,Carter,Female,12-05-1969,755-450-4807,harmonkatherine@example.org,6246 Arellano Canyon Apt. 226,Andreaview,FM,67637,Costa Rica,Bachelor's Degree,13,32692.44,Research Director,Offered,"['Innovation', 'Grant Writing', 'Data Science', 'Ethics & Compliance', 'Machine Learning', 'Research Management']"
2263,15-Jul-23,Steve,Haas,Male,07-05-1967,(679)612-8607x39129,amyburns@example.com,722 Vasquez Common,West Kathrynstad,PA,78833,Saudi Arabia,High School,6,68114.51,Manufacturing Director,Interviewing,"['Lean Manufacturing', 'Inventory Planning', 'Process Improvement', 'Supply Chain Coordination', 'Operations Management']"
2264,20-Jun-23,Ashley,Knight,Other,08-03-1984,624.610.9574x96486,oward@example.net,557 Melissa Ford Suite 780,Carlsonshire,GU,45579,Thailand,High School,13,41818.89,Manufacturing Director,Interviewing,"['Supply Chain Coordination', 'Compliance Management', 'Operations Management', 'Budgeting']"
2265,22-Jun-23,Rachel,Galvan,Male,09-11-1969,###############################################################################################################################################################################################################################################################,jthompson@example.net,843 Kimberly Spur,Dyermouth,MT,9697,Ethiopia,High School,2,92349.32,Sales Representative,In Review,"['Time Management', 'Relationship Building', 'Product Knowledge', 'Communication', 'Upselling', 'Sales Presentations']"
2266,14-Jul-23,Christina,Moyer,Male,16-09-1968,###############################################################################################################################################################################################################################################################,kimberlysmith@example.net,654 Larry Villages,Lake Jennifer,LA,13580,New Zealand,PhD,14,73456.2,Research Scientist,Rejected,"['Data Analysis', 'Literature Review', 'Hypothesis Testing', 'Experiment Design', 'Python', 'Statistics']"
2267,10-Jul-23,Kenneth,Brown,Other,17-09-1979,(271)715-7533x863,olivia30@example.org,58186 Amanda Gardens Suite 149,Lake Michael,IN,66954,New Caledonia,Master's Degree,1,47852.19,Sales Representative,In Review,"['Product Knowledge', 'CRM', 'Sales Presentations', 'Upselling', 'Networking']"
2268,22-May-23,Tammy,Perry,Female,28-07-1983,001-376-563-9773x1648,heatherstewart@example.org,629 Devon Cliff,Bretttown,NJ,79688,Cote d'Ivoire,High School,8,42280.34,Healthcare Representative,Offered,"['Conflict Resolution', 'Patient Communication', 'CRM', 'Empathy', 'Customer Service']"
2269,30-Jul-23,Gloria,Perez,Other,11-07-1966,734.211.6685,andreaobrien@example.com,555 Travis Hollow Suite 611,Nguyenborough,ME,61111,Lesotho,Master's Degree,11,54212.21,Manufacturing Director,In Review,"['Six Sigma', 'Workforce Scheduling', 'Lean Manufacturing', 'Inventory Planning', 'Compliance Management']"
2270,11-May-23,Matthew,Tucker,Male,29-09-1977,+1-744-638-8122x757,fburton@example.net,535 Holloway Ridges Apt. 904,Toddville,MP,7424,Belarus,High School,20,41630.17,Research Director,Offered,"['Research Management', 'Grant Writing', 'Innovation', 'Machine Learning', 'Ethics & Compliance']"
2271,03-Jul-23,Mary,Rodriguez,Male,25-12-2001,864-903-7066,teresamiller@example.net,3794 Diaz Flat Apt. 274,Zamoraside,OH,80086,Lebanon,High School,4,92654.57,Laboratory Technician,Applied,"['Chemical Handling', 'Equipment Handling', 'Lab Safety', 'Attention to Detail', 'Data Entry']"
2272,02-Jul-23,Amy,Montgomery,Male,22-02-1968,001-838-391-0519,woodspatrick@example.net,60711 Emily Parks,Jodimouth,MT,67367,Chile,Master's Degree,16,30894.75,Healthcare Representative,Interviewing,"['CRM', 'Customer Service', 'Time Management', 'Healthcare Knowledge', 'Regulatory Compliance', 'Emotional Intelligence']"
2273,13-Jun-23,Michael,Nelson,Female,11-02-1982,532.411.2767,clove@example.org,85981 Tracy Burgs Apt. 226,Warrenview,CO,49624,Solomon Islands,Master's Degree,19,95267.13,Research Scientist,Rejected,"['Experiment Design', 'Data Analysis', 'Scientific Writing', 'Microscopy', 'Python', 'Literature Review']"
2274,30-Jun-23,William,Garcia,Other,14-02-1977,(942)337-2661x3579,wcantrell@example.net,695 Gallagher Lock,Brownberg,MT,48742,Colombia,High School,19,65611.15,Research Scientist,Interviewing,"['Scientific Writing', 'Python', 'Microscopy', 'Data Analysis']"
2275,29-May-23,David,James,Other,20-06-1968,817-212-4955x379,xphillips@example.org,4215 Cook Garden,Teresashire,AZ,31469,United States of America,Master's Degree,4,55454.37,Healthcare Representative,Interviewing,"['Healthcare Knowledge', 'Regulatory Compliance', 'CRM', 'Emotional Intelligence', 'Customer Service']"
2276,25-Jun-23,James,Bowen,Female,29-06-1963,720-981-1091x1318,jason72@example.com,5387 Decker Bridge,Coreyland,MP,89430,Sudan,High School,10,73782.46,Manufacturing Director,Interviewing,"['Supply Chain Coordination', 'Six Sigma', 'Budgeting', 'Lean Manufacturing', 'Operations Management', 'Compliance Management']"
2277,21-May-23,Tammy,Martinez,Male,02-06-1994,001-825-361-5274,henrycervantes@example.net,9097 Frye Island Apt. 920,Wigginsfort,WV,16080,Palestinian Territory,Master's Degree,13,49065.92,Laboratory Technician,Interviewing,"['Attention to Detail', 'Standard Operating Procedures (SOP)', 'Lab Safety', 'Equipment Handling']"
2278,11-Jun-23,Shane,Thornton,Male,12-02-2005,(784)371-4696x5632,savannah67@example.com,6148 Curry Tunnel Apt. 713,New Kevin,AK,25278,Saint Kitts and Nevis,PhD,16,68940.0,Human Resources,In Review,"['Conflict Resolution', 'Performance Appraisal', 'Interviewing', 'Payroll Processing']"
2279,22-Jun-23,Dominique,Welch,Other,27-01-2001,001-850-233-5569x31894,edelgado@example.net,28273 Valenzuela Walk Suite 475,New Bettyborough,KS,81264,British Indian Ocean Territory (Chagos Archipelago),Master's Degree,18,75508.68,Manufacturing Director,In Review,"['Operations Management', 'Inventory Planning', 'Budgeting', 'Lean Manufacturing']"
2280,09-Jul-23,Kelsey,Watson,Female,25-02-1996,001-527-389-9890x5261,nathanmcguire@example.net,26316 Ewing Motorway,West Bradleyburgh,PW,39002,Russian Federation,PhD,6,83788.24,Research Director,Interviewing,"['Machine Learning', 'Strategic Planning', 'Innovation', 'Research Management', 'Grant Writing']"
2281,07-May-23,Craig,Ross,Female,06-05-1991,(483)759-5087,lowemanuel@example.org,1587 Everett Bridge,Littletown,MA,71809,Sao Tome and Principe,High School,7,32655.25,Healthcare Representative,Interviewing,"['Patient Communication', 'Conflict Resolution', 'Time Management', 'Emotional Intelligence']"
2282,25-May-23,Sean,Long,Male,25-06-1998,(903)274-6833x448,xjoseph@example.com,58589 Amy Passage,New Kyleborough,RI,57261,Palestinian Territory,Master's Degree,5,65514.96,Manager,Rejected,"['Performance Reviews', 'Conflict Resolution', 'Team Management', 'KPI Tracking', 'Leadership']"
2283,28-May-23,Jamie,Martin,Female,07-09-1983,459-529-5802,frussell@example.net,232 Anthony Plains Apt. 030,Mannstad,OR,55274,Panama,High School,6,43365.64,Human Resources,In Review,"['Performance Appraisal', 'Employee Engagement', 'Recruitment', 'People Analytics', 'HR Policies', 'Payroll Processing']"
2284,21-May-23,David,Martin,Female,11-09-1998,(707)882-2925x711,whenry@example.com,40652 James Light,New Joshua,VA,77992,Seychelles,High School,12,94489.13,Laboratory Technician,Applied,"['Time Management', 'Standard Operating Procedures (SOP)', 'Microscopy', 'Chemical Handling']"
2285,08-May-23,Taylor,Baldwin,Female,14-09-1975,###############################################################################################################################################################################################################################################################,bautistaroger@example.net,41249 Howell Grove Suite 864,New Kenneth,IL,67032,Taiwan,High School,6,70114.41,Research Director,Rejected,"['Academic Publishing', 'Team Leadership', 'Ethics & Compliance', 'Data Science', 'Research Management', 'Innovation']"
2286,25-Jul-23,Charles,Gilbert,Other,18-05-2003,561-494-6179x0261,swillis@example.com,359 Taylor Stravenue,Sanchezbury,NM,47846,Guam,Bachelor's Degree,11,62825.98,Manager,Rejected,"['Conflict Resolution', 'Budget Management', 'KPI Tracking', 'Team Management', 'Cross-functional Collaboration', 'Project Management']"
2287,23-May-23,Courtney,Jackson,Other,06-03-1986,(336)549-3036,kfox@example.com,1317 Audrey Estates Suite 375,Sancheztown,NY,63287,Papua New Guinea,Bachelor's Degree,14,72828.0,Healthcare Representative,In Review,"['Conflict Resolution', 'Customer Service', 'Emotional Intelligence', 'CRM', 'Regulatory Compliance', 'Patient Communication']"
2288,06-Jul-23,Angela,Carson,Female,27-07-1982,001-416-973-2171,gdelgado@example.org,087 Clark Drive,South Johntown,ID,70996,Moldova,Bachelor's Degree,15,40970.03,Manufacturing Director,In Review,"['Supply Chain Coordination', 'Process Improvement', 'Compliance Management', 'Operations Management']"
2289,12-May-23,Thomas,Shields,Male,30-12-1982,983-830-6744,barbertina@example.net,83459 Scott Plaza,New Patricia,HI,78730,Chad,High School,1,82593.23,Research Director,Offered,"['Grant Writing', 'Team Leadership', 'Ethics & Compliance', 'Academic Publishing', 'Machine Learning']"
2290,20-May-23,Haley,Hawkins,Other,31-07-2003,(302)397-8862x998,sean22@example.net,816 Monroe Forges Apt. 547,Harrisfort,MA,56942,Trinidad and Tobago,PhD,14,44881.25,Research Director,Rejected,"['Ethics & Compliance', 'Research Management', 'Team Leadership', 'Grant Writing']"
2291,15-Jul-23,Bradley,Richardson,Female,20-03-1981,001-831-310-5840,thomastaylor@example.net,6581 Matthew Mountain,North Pamela,WV,16108,Martinique,Master's Degree,4,36426.76,Sales Executive,Interviewing,"['Lead Scoring', 'Cold Calling', 'CRM Tools', 'Presentation Skills', 'Revenue Forecasting']"
2292,08-May-23,Crystal,Douglas,Male,14-05-1979,798-885-2464x0238,shawapril@example.com,3506 Berry Parkways Suite 547,West Victoriafort,LA,87829,Tuvalu,PhD,13,33976.98,Laboratory Technician,Offered,"['Equipment Handling', 'Time Management', 'Attention to Detail', 'Microscopy']"
2293,10-Jun-23,John,Smith,Male,18-12-1986,(604)783-2285x1452,crystal51@example.net,7991 Susan Drives,Kaylatown,AR,76963,Nauru,Master's Degree,4,82232.0,Healthcare Representative,Rejected,"['Patient Communication', 'Emotional Intelligence', 'Time Management', 'Customer Service']"
2294,15-Jul-23,Janice,Reese,Female,09-05-1990,(903)420-1343x82489,caldwellbreanna@example.org,66019 Lopez Vista Suite 123,South Jeffery,MS,27292,Brunei Darussalam,High School,9,48021.35,Manager,In Review,"['Cross-functional Collaboration', 'Team Management', 'Strategic Planning', 'Budget Management', 'Project Management']"
2295,27-Jun-23,Kaitlyn,Arnold,Female,27-04-2000,(666)485-3108x301,shelbybeck@example.net,7866 Walker Estate,New Donaldside,IA,47392,Hong Kong,PhD,7,58435.9,Laboratory Technician,Applied,"['Sample Analysis', 'Time Management', 'Equipment Handling', 'Data Entry', 'Attention to Detail', 'Microscopy']"
2296,30-May-23,Matthew,Alvarez,Male,05-05-1975,306.237.4262x162,wesley97@example.org,90658 Michelle View,Port Paigefurt,PA,51956,Belarus,Master's Degree,19,33754.26,Manufacturing Director,In Review,"['Process Improvement', 'Supply Chain Coordination', 'Operations Management', 'Workforce Scheduling', 'Inventory Planning', 'Six Sigma']"
2297,24-Jul-23,Christopher,Davis,Male,28-03-1980,001-718-440-2573x67664,cameronamy@example.net,738 Price Islands Suite 386,Burkemouth,WV,98827,Reunion,Master's Degree,4,78909.45,Manager,Applied,"['Leadership', 'Performance Reviews', 'Cross-functional Collaboration', 'Budget Management']"
2298,24-May-23,Aaron,Diaz,Male,14-11-1976,436-715-4967,taylorpatrick@example.org,2873 Wright Roads,Gonzalezview,IA,40750,Kiribati,Master's Degree,13,49477.92,Research Director,Interviewing,"['Team Leadership', 'Data Science', 'Strategic Planning', 'Ethics & Compliance', 'Research Management']"
2299,23-Jul-23,Sheena,Miller,Other,21-08-1973,881.405.7043x5347,rpeterson@example.net,97887 Hancock Forges,Ellisshire,MS,66706,Lebanon,High School,17,88951.21,Laboratory Technician,Rejected,"['Chemical Handling', 'Data Entry', 'Attention to Detail', 'Time Management']"
2300,10-Jul-23,Christopher,Flores,Female,14-04-1985,215-243-6056x778,christinamoran@example.org,3106 Long Crest Apt. 826,South Charles,ND,92559,Morocco,Master's Degree,6,38490.83,Research Director,Applied,"['Research Management', 'Data Science', 'Innovation', 'Team Leadership', 'Strategic Planning', 'Academic Publishing']"
2301,04-Aug-23,Brianna,Anderson,Male,05-02-1973,458.831.2636x9449,zphillips@example.com,14962 Catherine Skyway,Danielview,AK,38634,Cook Islands,High School,14,82732.9,Sales Executive,In Review,"['B2B Sales', 'CRM Tools', 'Revenue Forecasting', 'Cold Calling', 'Lead Scoring', 'Salesforce']"
2302,28-Jul-23,Veronica,West,Other,20-06-1988,###############################################################################################################################################################################################################################################################,brianmartin@example.org,337 Orozco Pass,East Sandra,KY,88126,Afghanistan,Bachelor's Degree,19,93292.68,Human Resources,Applied,"['Onboarding', 'HR Policies', 'Employee Engagement', 'People Analytics', 'Conflict Resolution', 'Performance Appraisal']"
2303,09-May-23,Jessica,Newton,Male,22-05-1992,882.852.2854,bpope@example.org,6784 Lopez Parkways,Loganstad,HI,48771,Comoros,Master's Degree,7,88537.64,Sales Executive,In Review,"['Lead Scoring', 'CRM Tools', 'Customer Acquisition', 'Negotiation', 'Revenue Forecasting', 'Presentation Skills']"
2304,03-Aug-23,James,Mckinney,Female,12-09-1994,001-945-226-2738x89067,campbellchristina@example.net,2960 Johnson Loaf Suite 603,Elizabethburgh,CT,61179,Tuvalu,Master's Degree,6,82015.03,Laboratory Technician,In Review,"['Microscopy', 'Attention to Detail', 'Lab Safety', 'Time Management']"
2305,06-May-23,Luke,King,Other,07-07-1989,+1-413-917-0516x46053,msmith@example.org,6733 Mary Via,Changbury,KS,76780,Palau,High School,11,82658.58,Sales Executive,Offered,"['Cold Calling', 'CRM Tools', 'Salesforce', 'Time Management', 'Lead Scoring', 'Revenue Forecasting']"
2306,24-Jun-23,Stephanie,Montgomery,Male,10-06-1967,537-696-6243x12468,scott40@example.net,5941 Ross Park Suite 645,Sandrafort,HI,93996,Guinea,PhD,9,93306.41,Manufacturing Director,Applied,"['Six Sigma', 'Lean Manufacturing', 'Supply Chain Coordination', 'Operations Management', 'Compliance Management', 'Budgeting']"
2307,02-Aug-23,John,Beck,Male,05-05-1976,(237)288-0464x262,jgarcia@example.org,36383 Conrad Alley Suite 998,North James,CA,94356,Cambodia,High School,8,74338.25,Human Resources,Offered,"['Recruitment', 'Communication', 'Interviewing', 'People Analytics', 'Conflict Resolution']"
2308,19-Jul-23,Kimberly,Davis,Other,03-05-1967,+1-785-242-5331x008,bwright@example.net,209 James Valley Suite 628,East Rebeccashire,ID,15151,Belarus,PhD,4,72465.47,Manager,Offered,"['Cross-functional Collaboration', 'Leadership', 'Budget Management', 'Team Management']"
2309,07-May-23,Brandon,Evans,Other,17-09-1973,918.986.3494,fbeard@example.com,3341 April Valleys Apt. 876,South Crystal,ME,11394,Libyan Arab Jamahiriya,PhD,6,62447.55,Sales Executive,Offered,"['Customer Acquisition', 'Time Management', 'Negotiation', 'Salesforce']"
2310,24-May-23,Kimberly,Henderson,Other,17-06-1988,(486)440-7834x2599,ihughes@example.org,932 Seth Dam,Stephanieport,LA,58910,New Zealand,Master's Degree,13,35742.79,Manufacturing Director,Rejected,"['Workforce Scheduling', 'Process Improvement', 'Inventory Planning', 'Six Sigma']"
2311,26-Jun-23,Alexander,Ingram,Other,30-06-1980,###############################################################################################################################################################################################################################################################,gmiller@example.org,154 Jeffrey Tunnel,Williamhaven,WI,21525,Bhutan,PhD,9,84257.33,Laboratory Technician,Interviewing,"['Microscopy', 'Standard Operating Procedures (SOP)', 'Lab Safety', 'Chemical Handling', 'Attention to Detail', 'Data Entry']"
2312,19-Jul-23,Christopher,Martin,Male,21-10-2000,290.532.2396x8766,jimenezjoseph@example.org,08772 Cristian Row Suite 067,Reneeport,TN,6502,Antarctica (the territory South of 60 deg S),High School,8,69563.12,Healthcare Representative,Interviewing,"['Regulatory Compliance', 'Emotional Intelligence', 'Empathy', 'Healthcare Knowledge', 'CRM']"
2313,24-Jun-23,Mark,Price,Other,25-09-1993,001-385-994-5057x92474,chloemiller@example.com,11697 Johnny Mountain,Martinmouth,KS,96833,Turks and Caicos Islands,High School,5,46458.84,Research Director,In Review,"['Innovation', 'Strategic Planning', 'Data Science', 'Team Leadership', 'Academic Publishing', 'Ethics & Compliance']"
2314,17-Jul-23,Gregory,Johnson,Other,14-03-1989,588.304.8509x4039,richard93@example.com,856 Marie Dam Suite 729,Lake Shellyshire,IA,43919,Greece,Master's Degree,8,52526.17,Laboratory Technician,In Review,"['Sample Analysis', 'Standard Operating Procedures (SOP)', 'Chemical Handling', 'Microscopy', 'Time Management']"
2315,09-Jul-23,Joshua,Diaz,Male,15-03-1987,(740)344-1390,smithjessica@example.net,351 Marcus Ramp,Port Tiffany,NM,71401,Barbados,High School,1,47625.83,Manufacturing Director,Rejected,"['Inventory Planning', 'Operations Management', 'Process Improvement', 'Lean Manufacturing', 'Compliance Management', 'Budgeting']"
2316,01-Jul-23,Sheila,Marquez,Male,19-12-1963,+1-646-545-4332x0047,kharris@example.com,3897 Christopher Drives,North Jordanton,MA,37163,Guam,Master's Degree,7,47744.25,Manufacturing Director,Interviewing,"['Inventory Planning', 'Lean Manufacturing', 'Process Improvement', 'Compliance Management']"
2317,29-May-23,Eric,Powell,Other,06-12-1964,554-413-9811x54346,michaelayers@example.net,85292 Chad Flats Suite 910,South John,DC,62917,Myanmar,PhD,7,44780.84,Manufacturing Director,Offered,"['Budgeting', 'Supply Chain Coordination', 'Workforce Scheduling', 'Inventory Planning', 'Process Improvement', 'Operations Management']"
2318,12-Jun-23,Mark,Holland,Male,02-07-1996,001-334-673-8591,careyjoseph@example.com,91586 Hernandez Orchard Suite 317,Fishermouth,DC,11593,Angola,PhD,0,72048.61,Human Resources,Rejected,"['Payroll Processing', 'Employee Engagement', 'People Analytics', 'HR Policies']"
2319,05-Jul-23,Austin,Clark,Female,21-03-2002,001-364-904-8954x58041,ubarnes@example.org,729 Jennings Common,Sydneyton,KY,21214,Gibraltar,High School,20,93030.41,Research Scientist,Offered,"['Microscopy', 'Data Analysis', 'Statistics', 'Experiment Design', 'Scientific Writing']"
2320,18-May-23,Christian,Woods,Female,14-07-1975,454.200.0297x164,xalexander@example.net,5882 James Cape,Martinshire,MH,70842,Denmark,Master's Degree,12,68016.78,Sales Representative,Applied,"['CRM', 'Time Management', 'Upselling', 'Sales Presentations', 'Product Knowledge']"
2321,09-Jun-23,Breanna,Baker,Female,12-05-1972,###############################################################################################################################################################################################################################################################,qobrien@example.com,5552 Thompson Lakes,Penastad,WI,13060,Guernsey,Bachelor's Degree,7,87813.74,Manufacturing Director,In Review,"['Workforce Scheduling', 'Inventory Planning', 'Six Sigma', 'Compliance Management', 'Budgeting', 'Operations Management']"
2322,13-Jul-23,Rachel,Price,Female,13-04-1992,(970)605-2941,whitethomas@example.net,4645 Foley Well Apt. 974,Smithfort,IL,15249,Lesotho,Bachelor's Degree,6,74583.84,Sales Executive,In Review,"['Salesforce', 'Customer Acquisition', 'Negotiation', 'B2B Sales']"
