Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,FirstName,LastName,skills
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0,Hailey,Mckay,"[""Data Entry"",""Standard Operating Procedures (SOP)"",""Chemical Handling"",""Sample Analysis"",""Lab Safety"",""Equipment Handling""]"
42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1,1109,4,Male,35,3,4,Manager,1,Married,17665,14399,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7,Dayton,Castro,"[""Project Management"",""KPI Tracking"",""Team Management"",""Performance Reviews""]"
50,Yes,Travel_Frequently,959,Sales,1,4,Other,1,1113,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0,Jaquan,Rowland,"[""Negotiation"",""Revenue Forecasting"",""Presentation Skills"",""Customer Acquisition""]"
33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1,1114,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2,David,Velez,"[""Customer Acquisition"",""Cold Calling"",""Revenue Forecasting"",""Presentation Skills"",""Salesforce"",""CRM Tools""]"
34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1,1115,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0,Joslyn,Patel,"[""Data Analysis"",""Python"",""Machine Learning"",""Statistics"",""Hypothesis Testing""]"
45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1,1117,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12,Abbigail,Cameron,"[""Salesforce"",""Time Management"",""Lead Scoring"",""Customer Acquisition""]"
48,No,Non-Travel,1262,Research & Development,1,4,Medical,1,1116,1,Male,35,4,4,Manager,4,Single,16885,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1,Colt,Archer,"[""Performance Reviews"",""Leadership"",""Team Management"",""Conflict Resolution"",""Project Management"",""KPI Tracking""]"
52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1,1118,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0,Anastasia,Escobar,"[""Healthcare Knowledge"",""Patient Communication"",""Empathy"",""Regulatory Compliance"",""Emotional Intelligence""]"
43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1,1126,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1,Maeve,Holmes,"[""Six Sigma"",""Lean Manufacturing"",""Compliance Management"",""Operations Management"",""Process Improvement""]"
38,No,Travel_Rarely,130,Sales,2,2,Marketing,1,1125,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0,Alessandra,Huynh,"[""B2B Sales"",""CRM Tools"",""Customer Acquisition"",""Revenue Forecasting""]"
39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5,Alejandra,Mclean,"[""CRM"",""Time Management"",""Healthcare Knowledge"",""Regulatory Compliance""]"
40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1,1128,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9,Reuben,Potter,"[""Ethics \u0026 Compliance"",""Machine Learning"",""Innovation"",""Data Science"",""Team Leadership"",""Research Management""]"
21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1,1131,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2,Marilyn,Greer,"[""Statistics"",""Python"",""Experiment Design"",""Hypothesis Testing""]"
39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1,1132,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3,Camila,Nichols,"[""Standard Operating Procedures (SOP)"",""Equipment Handling"",""Lab Safety"",""Microscopy""]"
29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1,1120,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7,Aliana,Pena,"[""Experiment Design"",""Scientific Writing"",""Lab Safety"",""Literature Review""]"
36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9,Iris,Bruce,"[""Compliance Management"",""Process Improvement"",""Supply Chain Coordination"",""Lean Manufacturing""]"
31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1,1135,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2,Henry,Pratt,"[""Customer Service"",""Upselling"",""Time Management"",""Relationship Building"",""Communication""]"
35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1,1137,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2,Ashanti,Scott,"[""Salesforce"",""Revenue Forecasting"",""Customer Acquisition"",""Negotiation"",""Lead Scoring"",""Presentation Skills""]"
28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7,Ramon,Goodwin,"[""Process Improvement"",""Compliance Management"",""Supply Chain Coordination"",""Six Sigma"",""Workforce Scheduling"",""Budgeting""]"
49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1,1138,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3,Sarahi,Burke,"[""Negotiation"",""Cold Calling"",""Lead Scoring"",""Time Management""]"
34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1,1140,4,Male,95,3,2,Manufacturing Director,3,Single,4033,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2,Aimee,Terry,"[""Inventory Planning"",""Lean Manufacturing"",""Budgeting"",""Process Improvement""]"
28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,1136,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4,Kira,Soto,"[""Lab Safety"",""Experiment Design"",""Statistics"",""Hypothesis Testing"",""Scientific Writing""]"
38,No,Travel_Rarely,770,Sales,10,4,Marketing,1,1119,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7,Ronin,Mclaughlin,"[""Revenue Forecasting"",""Negotiation"",""Customer Acquisition"",""Salesforce"",""Lead Scoring"",""CRM Tools""]"
46,No,Travel_Rarely,406,Sales,3,1,Marketing,1,1124,1,Male,52,3,4,Manager,3,Married,17465,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9,Cory,Saunders,"[""Strategic Planning"",""Conflict Resolution"",""Performance Reviews"",""Team Management""]"
29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1,1143,4,Female,61,3,1,Research Scientist,2,Divorced,3291,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1,Jerimiah,Jackson,"[""Statistics"",""Hypothesis Testing"",""Machine Learning"",""Python""]"
29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1,1150,2,Male,79,2,2,Manufacturing Director,4,Married,5056,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2,Fabian,Young,"[""Budgeting"",""Six Sigma"",""Process Improvement"",""Operations Management""]"
28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1,1154,3,Male,39,2,1,Research Scientist,3,Divorced,2703,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2,Alyvia,Sellers,"[""Literature Review"",""Scientific Writing"",""Data Analysis"",""Machine Learning""]"
18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1,1156,3,Male,80,3,1,Laboratory Technician,3,Single,1904,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0,Tyler,Gay,"[""Equipment Handling"",""Chemical Handling"",""Standard Operating Procedures (SOP)"",""Microscopy"",""Time Management""]"
33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1,1157,1,Female,77,3,2,Sales Executive,1,Single,8224,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3,Noemi,Randall,"[""Lead Scoring"",""Customer Acquisition"",""Cold Calling"",""Negotiation"",""CRM Tools""]"
42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1,1148,2,Male,56,1,2,Laboratory Technician,4,Single,4272,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0,Callie,Murray,"[""Time Management"",""Microscopy"",""Attention to Detail"",""Lab Safety"",""Chemical Handling""]"
41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1,1158,2,Male,46,3,1,Laboratory Technician,4,Married,4766,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0,Jazlene,Lozano,"[""Microscopy"",""Time Management"",""Equipment Handling"",""Lab Safety"",""Sample Analysis""]"
31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1,1160,3,Male,72,3,1,Laboratory Technician,3,Married,2610,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2,Jennifer,Salazar,"[""Attention to Detail"",""Time Management"",""Standard Operating Procedures (SOP)"",""Lab Safety"",""Equipment Handling""]"
38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1,1152,3,Male,37,4,1,Human Resources,3,Married,2844,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0,Juliette,Morton,"[""HR Policies"",""Employee Engagement"",""Payroll Processing"",""Performance Appraisal"",""Conflict Resolution"",""People Analytics""]"
27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1,1162,4,Male,55,2,1,Research Scientist,3,Married,2539,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2,Caitlin,Robertson,"[""Experiment Design"",""Statistics"",""Data Analysis"",""Machine Learning"",""Scientific Writing""]"
42,No,Travel_Rarely,647,Sales,4,4,Marketing,1,1171,2,Male,45,3,2,Sales Executive,1,Single,5155,2253,7,Y,No,13,3,4,80,0,9,3,4,6,4,1,5,Ciara,Cole,"[""Lead Scoring"",""Presentation Skills"",""CRM Tools"",""Negotiation""]"
24,No,Travel_Rarely,477,Research & Development,24,3,Medical,1,1173,4,Male,49,3,1,Laboratory Technician,2,Single,3597,6409,8,Y,No,22,4,4,80,0,6,2,3,4,3,1,2,Malik,Ochoa,"[""Equipment Handling"",""Sample Analysis"",""Data Entry"",""Microscopy"",""Standard Operating Procedures (SOP)""]"
28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1,1175,3,Female,79,3,1,Laboratory Technician,4,Married,2515,22955,1,Y,Yes,11,3,4,80,0,1,4,2,1,1,0,0,Elyse,Pratt,"[""Chemical Handling"",""Equipment Handling"",""Data Entry"",""Microscopy""]"
26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1,1177,1,Male,82,4,1,Laboratory Technician,4,Married,4420,13421,1,Y,No,22,4,2,80,1,8,2,3,8,7,0,7,Yahir,Hill,"[""Attention to Detail"",""Lab Safety"",""Standard Operating Procedures (SOP)"",""Data Entry""]"
30,No,Travel_Rarely,852,Sales,10,3,Marketing,1,1179,3,Male,72,2,2,Sales Executive,3,Married,6578,2706,1,Y,No,18,3,1,80,1,10,3,3,10,3,1,4,Harley,Abbott,"[""Customer Acquisition"",""Time Management"",""Cold Calling"",""Lead Scoring"",""Negotiation"",""CRM Tools""]"
40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1,1180,3,Female,92,2,2,Research Scientist,4,Married,4422,21203,3,Y,Yes,13,3,4,80,1,16,3,1,1,1,0,0,Dawson,Pratt,"[""Hypothesis Testing"",""Statistics"",""Microscopy"",""Literature Review""]"
34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1,1163,2,Female,70,3,2,Sales Executive,3,Married,5714,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3,Elyse,Huerta,"[""Cold Calling"",""Revenue Forecasting"",""CRM Tools"",""Customer Acquisition"",""Lead Scoring"",""Time Management""]"
35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1,1172,4,Male,58,2,1,Laboratory Technician,3,Married,2258,16340,6,Y,No,12,3,2,80,1,10,2,3,8,0,1,7,Virginia,Wallace,"[""Lab Safety"",""Standard Operating Procedures (SOP)"",""Time Management"",""Microscopy"",""Data Entry""]"
29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1,1165,4,Female,45,2,3,Sales Executive,1,Married,7336,11162,1,Y,No,13,3,1,80,1,11,3,1,11,8,3,10,Barrett,Jennings,"[""Customer Acquisition"",""Time Management"",""Cold Calling"",""Salesforce"",""B2B Sales"",""Revenue Forecasting""]"
37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3,Vaughn,Leonard,"[""Patient Communication"",""Emotional Intelligence"",""Empathy"",""Healthcare Knowledge"",""CRM""]"
42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1,1167,3,Male,44,3,4,Sales Executive,1,Single,13758,2447,0,Y,Yes,12,3,2,80,0,22,2,2,21,9,13,14,Kolton,Dawson,"[""B2B Sales"",""Presentation Skills"",""Salesforce"",""Revenue Forecasting"",""Time Management"",""Cold Calling""]"
40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1,1166,2,Female,88,3,3,Research Director,3,Single,13499,13782,9,Y,No,17,3,3,80,0,20,3,2,18,7,2,13,Darius,Koch,"[""Academic Publishing"",""Strategic Planning"",""Research Management"",""Machine Learning""]"
35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,10274,19588,2,Y,No,18,3,2,80,1,15,2,4,7,7,6,4,Michaela,Smith,"[""Six Sigma"",""Inventory Planning"",""Process Improvement"",""Budgeting""]"
35,No,Travel_Frequently,636,Research & Development,4,4,Other,1,1185,4,Male,47,2,1,Laboratory Technician,4,Married,2376,26537,1,Y,No,13,3,2,80,1,2,2,4,2,2,2,2,Sincere,Rivera,"[""Data Entry"",""Time Management"",""Standard Operating Procedures (SOP)"",""Equipment Handling""]"
34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1,1184,4,Male,97,2,2,Healthcare Representative,1,Single,5343,25755,0,Y,No,20,4,3,80,0,14,3,3,13,9,4,9,Lillie,Leblanc,"[""Conflict Resolution"",""Patient Communication"",""Emotional Intelligence"",""CRM""]"
43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1,1188,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3,Lucas,Good,"[""Time Management"",""Customer Acquisition"",""Cold Calling"",""Salesforce"",""Revenue Forecasting"",""Presentation Skills""]"
35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1,1164,3,Male,100,3,1,Human Resources,3,Single,4323,7108,1,Y,No,17,3,2,80,0,6,2,1,5,4,1,4,Kyle,Sanders,"[""HR Policies"",""Onboarding"",""Recruitment"",""People Analytics"",""Conflict Resolution""]"
56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1,1191,4,Female,92,3,5,Manager,1,Divorced,19943,18575,4,Y,No,13,3,4,80,1,28,2,3,5,2,4,2,Cason,Tyler,"[""Leadership"",""Project Management"",""Performance Reviews"",""Team Management"",""KPI Tracking""]"
29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1,1192,2,Female,54,3,1,Laboratory Technician,4,Married,3131,26342,1,Y,No,13,3,1,80,1,10,5,3,10,8,0,8,Malachi,Singleton,"[""Equipment Handling"",""Microscopy"",""Sample Analysis"",""Chemical Handling"",""Data Entry"",""Attention to Detail""]"
32,No,Non-Travel,862,Sales,2,1,Life Sciences,1,1190,3,Female,76,3,1,Sales Representative,1,Divorced,2827,14947,1,Y,No,12,3,3,80,3,1,3,3,1,0,0,0,Jonas,Hernandez,"[""Customer Service"",""Sales Presentations"",""Upselling"",""CRM""]"
19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1,1193,3,Male,54,3,1,Research Scientist,1,Single,2552,7172,1,Y,No,25,4,3,80,0,1,4,3,1,1,0,0,Natalie,Christensen,"[""Statistics"",""Machine Learning"",""Python"",""Microscopy"",""Experiment Design"",""Scientific Writing""]"
37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196,4,Female,56,2,2,Manufacturing Director,4,Married,6474,9961,1,Y,No,13,3,2,80,1,14,2,2,14,8,3,11,Rohan,Matthews,"[""Process Improvement"",""Lean Manufacturing"",""Six Sigma"",""Operations Management"",""Workforce Scheduling""]"
45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1,1195,1,Female,83,3,1,Research Scientist,3,Married,4477,20100,4,Y,Yes,19,3,3,80,1,7,2,2,3,2,0,2,Jordyn,Sheppard,"[""Machine Learning"",""Scientific Writing"",""Hypothesis Testing"",""Microscopy"",""Experiment Design"",""Literature Review""]"
29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1,1202,2,Female,69,1,1,Research Scientist,4,Married,2168,26933,0,Y,Yes,18,3,1,80,1,6,2,2,5,4,1,3,Hugo,Tate,"[""Microscopy"",""Literature Review"",""Machine Learning"",""Data Analysis"",""Python"",""Experiment Design""]"
53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1,1201,4,Female,50,3,5,Manager,3,Divorced,18606,18640,3,Y,No,18,3,2,80,1,26,6,3,7,7,4,7,Briley,Hanson,"[""Project Management"",""Leadership"",""Team Management"",""Conflict Resolution"",""Budget Management"",""Strategic Planning""]"
44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1,1200,3,Male,96,3,1,Research Scientist,3,Single,2936,10826,1,Y,Yes,11,3,3,80,0,6,4,3,6,4,0,2,Cherish,Preston,"[""Microscopy"",""Scientific Writing"",""Experiment Design"",""Literature Review"",""Statistics"",""Hypothesis Testing""]"
30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1,1211,3,Male,61,3,2,Sales Executive,1,Divorced,4115,13192,8,Y,No,19,3,3,80,3,8,3,3,4,3,0,3,Larissa,Warner,"[""Presentation Skills"",""CRM Tools"",""Customer Acquisition"",""Cold Calling""]"
40,No,Travel_Frequently,1184,Sales,2,4,Medical,1,1212,2,Male,62,3,2,Sales Executive,2,Married,4327,25440,5,Y,No,12,3,4,80,3,5,2,3,0,0,0,0,Lawrence,Cross,"[""Cold Calling"",""Negotiation"",""Presentation Skills"",""CRM Tools"",""Revenue Forecasting"",""Salesforce""]"
20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1,1198,1,Male,87,2,1,Laboratory Technician,3,Single,3033,12828,1,Y,No,12,3,1,80,0,2,2,2,2,2,1,2,Taniya,Stafford,"[""Chemical Handling"",""Equipment Handling"",""Data Entry"",""Lab Safety""]"
46,No,Travel_Rarely,1402,Sales,2,3,Marketing,1,1204,3,Female,69,3,4,Manager,1,Married,17048,24097,8,Y,No,23,4,1,80,0,28,2,3,26,15,15,9,Dakota,Salinas,"[""Team Management"",""Performance Reviews"",""Budget Management"",""Project Management""]"
22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1,1203,3,Male,48,2,1,Research Scientist,4,Married,2853,4223,0,Y,Yes,11,3,2,80,1,1,5,3,0,0,0,0,Daniel,Griffin,"[""Data Analysis"",""Python"",""Hypothesis Testing"",""Literature Review"",""Statistics"",""Experiment Design""]"
50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,1,1215,4,Female,30,3,4,Manager,1,Married,17856,9490,2,Y,No,22,4,3,80,1,32,3,3,2,2,2,2,Kara,Barnes,"[""Leadership"",""Project Management"",""Performance Reviews"",""Conflict Resolution"",""Budget Management"",""Team Management""]"
46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1,1217,4,Male,52,3,5,Research Director,2,Married,19081,10849,5,Y,No,11,3,1,80,1,25,2,3,4,2,0,3,Adalyn,Vaughan,"[""Academic Publishing"",""Ethics \u0026 Compliance"",""Data Science"",""Team Leadership"",""Research Management"",""Strategic Planning""]"
24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1,1219,4,Female,97,3,1,Laboratory Technician,2,Married,2210,3372,1,Y,No,13,3,1,80,1,1,3,1,1,0,0,0,Hallie,Delacruz,"[""Data Entry"",""Microscopy"",""Lab Safety"",""Time Management"",""Attention to Detail"",""Sample Analysis""]"
28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,1,1216,4,Male,78,2,1,Laboratory Technician,1,Married,3196,12449,1,Y,No,12,3,3,80,3,6,2,3,6,5,3,3,Emery,Schmidt,"[""Attention to Detail"",""Standard Operating Procedures (SOP)"",""Time Management"",""Microscopy""]"
33,No,Travel_Frequently,1146,Sales,25,3,Medical,1,1220,2,Female,82,3,2,Sales Executive,3,Married,4539,4905,1,Y,No,12,3,1,80,1,10,3,2,10,7,0,1,Tia,Atkins,"[""Revenue Forecasting"",""Salesforce"",""Negotiation"",""CRM Tools""]"
30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,3491,11309,1,Y,No,13,3,1,80,3,10,4,2,10,7,8,9,Lilian,Norton,"[""Time Management"",""Lab Safety"",""Sample Analysis"",""Attention to Detail"",""Standard Operating Procedures (SOP)"",""Data Entry""]"
36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,6865,1,Y,No,14,3,3,80,1,7,4,3,7,7,1,7,Nia,Nicholson,"[""Equipment Handling"",""Chemical Handling"",""Microscopy"",""Sample Analysis"",""Standard Operating Procedures (SOP)"",""Attention to Detail""]"
44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1,1206,4,Male,74,1,1,Research Scientist,3,Single,2290,4279,2,Y,No,13,3,4,80,0,6,3,3,0,0,0,0,Janiyah,Ballard,"[""Lab Safety"",""Machine Learning"",""Data Analysis"",""Microscopy"",""Statistics""]"
44,No,Travel_Rarely,200,Research & Development,29,4,Other,1,1225,4,Male,32,3,2,Research Scientist,4,Single,4541,7744,1,Y,No,25,4,2,80,0,20,3,3,20,11,13,17,Aliana,Pennington,"[""Hypothesis Testing"",""Literature Review"",""Python"",""Statistics"",""Machine Learning"",""Scientific Writing""]"
33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1,1207,2,Male,99,3,1,Human Resources,3,Married,3600,8429,1,Y,No,13,3,4,80,1,5,2,3,5,4,1,4,Annika,Malone,"[""HR Policies"",""Conflict Resolution"",""Interviewing"",""Communication"",""Payroll Processing"",""Employee Engagement""]"
41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1,1210,1,Male,95,2,1,Research Scientist,1,Divorced,2107,20293,6,Y,No,17,3,1,80,1,5,2,1,1,0,0,0,Celeste,Lin,"[""Lab Safety"",""Scientific Writing"",""Hypothesis Testing"",""Literature Review""]"
35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1,1218,3,Male,94,3,2,Sales Executive,1,Married,8966,21026,3,Y,Yes,15,3,4,80,3,15,2,3,7,7,1,7,Chase,Lloyd,"[""Lead Scoring"",""Customer Acquisition"",""CRM Tools"",""Negotiation"",""B2B Sales"",""Presentation Skills""]"
20,No,Travel_Rarely,654,Sales,21,3,Marketing,1,1226,3,Male,43,4,1,Sales Representative,4,Single,2678,5050,1,Y,No,17,3,4,80,0,2,2,3,2,1,2,2,Estrella,Benitez,"[""Relationship Building"",""Product Knowledge"",""Communication"",""Customer Service""]"
46,No,Travel_Rarely,150,Research & Development,2,4,Technical Degree,1,1228,4,Male,60,3,2,Manufacturing Director,4,Divorced,7379,17433,2,Y,No,11,3,3,80,1,12,3,2,6,3,1,4,Kylie,Gilbert,"[""Budgeting"",""Lean Manufacturing"",""Inventory Planning"",""Six Sigma""]"
42,No,Non-Travel,179,Human Resources,2,5,Medical,1,1231,4,Male,79,4,2,Human Resources,1,Married,6272,12858,7,Y,No,16,3,1,80,1,10,3,4,4,3,0,3,Oscar,Munoz,"[""Communication"",""Payroll Processing"",""Conflict Resolution"",""Recruitment"",""HR Policies"",""Onboarding""]"
60,No,Travel_Rarely,696,Sales,7,4,Marketing,1,1233,2,Male,52,4,2,Sales Executive,4,Divorced,5220,10893,0,Y,Yes,18,3,2,80,1,12,3,3,11,7,1,9,Dane,Barton,"[""Presentation Skills"",""CRM Tools"",""Negotiation"",""B2B Sales"",""Customer Acquisition"",""Cold Calling""]"
32,No,Travel_Frequently,116,Research & Development,13,3,Other,1,1234,3,Female,77,2,1,Laboratory Technician,2,Married,2743,7331,1,Y,No,20,4,3,80,1,2,2,3,2,2,2,2,Dexter,Cline,"[""Microscopy"",""Data Entry"",""Equipment Handling"",""Time Management"",""Attention to Detail"",""Sample Analysis""]"
32,No,Travel_Frequently,1316,Research & Development,2,2,Life Sciences,1,1235,4,Female,38,3,2,Research Scientist,3,Single,4998,2338,4,Y,Yes,14,3,4,80,0,10,2,3,8,7,0,7,Atticus,Frost,"[""Hypothesis Testing"",""Experiment Design"",""Scientific Writing"",""Python"",""Data Analysis""]"
36,No,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,4235,2,Y,Yes,21,4,3,80,1,17,2,3,7,7,7,7,Yamilet,Cohen,"[""Supply Chain Coordination"",""Operations Management"",""Workforce Scheduling"",""Budgeting"",""Process Improvement""]"
40,No,Travel_Rarely,107,Sales,10,3,Technical Degree,1,1239,2,Female,84,2,2,Sales Executive,2,Divorced,6852,11591,7,Y,No,12,3,2,80,1,7,2,4,5,1,1,3,Moshe,Taylor,"[""Presentation Skills"",""Salesforce"",""CRM Tools"",""Lead Scoring"",""Time Management"",""Revenue Forecasting""]"
33,No,Travel_Rarely,117,Research & Development,9,3,Medical,1,1238,1,Male,60,3,1,Research Scientist,4,Married,2781,6311,0,Y,No,13,3,2,80,1,15,5,3,14,10,4,10,Emmalee,Reynolds,"[""Data Analysis"",""Python"",""Machine Learning"",""Lab Safety""]"
25,No,Travel_Rarely,1356,Sales,10,4,Life Sciences,1,1240,3,Male,57,3,2,Sales Executive,4,Single,4950,20623,0,Y,No,14,3,2,80,0,5,4,3,4,3,1,1,Irene,Melton,"[""Lead Scoring"",""Customer Acquisition"",""B2B Sales"",""Negotiation""]"
